InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
C651202,10106,GIFTS ITEM 106,-10,2024-09-16 16:00:00,42.04,104812,United Kingdom,-420.4
C651202,10021,STATIONERY ITEM 21,-4,2024-09-16 16:00:00,89.85,104812,United Kingdom,-359.4
C651202,10059,SEASONAL ITEM 59,-6,2024-09-16 16:00:00,95.03,104812,United Kingdom,-570.1800000000001
C656198,10093,HOME DECOR ITEM 93,-7,2024-09-16 19:00:00,80.77,104960,Germany,-565.39
C656198,10062,TOYS ITEM 62,-13,2024-09-16 19:00:00,66.06,104960,Germany,-858.78
C656198,10038,STATIONERY ITEM 38,-8,2024-09-16 19:00:00,2.58,104960,Germany,-20.64
C578249,10076,SEASONAL ITEM 76,-4,2024-09-16 19:00:00,56.44,102519,Ireland,-225.76
C652020,10035,BAGS ITEM 35,-3,2024-09-17 08:00:00,55.33,104839,Ireland,-165.99
C614185,10091,GIFTS ITEM 91,-14,2024-09-17 09:00:00,52.33,103664,Germany,-732.62
C614185,10005,BAGS ITEM 5,-12,2024-09-17 09:00:00,13.74,103664,Germany,-164.88
C614185,10037,SEASONAL ITEM 37,-3,2024-09-17 09:00:00,40.36,103664,Germany,-121.08
C614185,10090,HOME DECOR ITEM 90,-14,2024-09-17 09:00:00,24.5,103664,Germany,-343.0
C632966,10032,SEASONAL ITEM 32,-7,2024-09-17 10:00:00,28.31,104260,Ireland,-198.17
C632966,10056,BAGS ITEM 56,-5,2024-09-17 10:00:00,78.26,104260,Ireland,-391.3
C570300,10011,BAGS ITEM 11,-1,2024-09-17 10:00:00,28.01,102255,Australia,-28.01
C570300,10115,TOYS ITEM 115,-4,2024-09-17 10:00:00,50.16,102255,Australia,-200.64
C570300,10078,GIFTS ITEM 78,-7,2024-09-17 10:00:00,48.18,102255,Australia,-337.26
C570300,10001,GIFTS ITEM 1,-4,2024-09-17 10:00:00,68.45,102255,Australia,-273.8
C651885,10066,HOME DECOR ITEM 66,-10,2024-09-17 13:00:00,12.74,104831,United Kingdom,-127.4
C651885,10111,KITCHENWARE ITEM 111,-14,2024-09-17 13:00:00,40.83,104831,United Kingdom,-571.62
C538461,10058,TOYS ITEM 58,-1,2024-09-17 13:00:00,38.5,101225,United Kingdom,-38.5
C538461,10044,BAGS ITEM 44,-14,2024-09-17 13:00:00,81.71,101225,United Kingdom,-1143.9399999999998
C603786,10015,BAGS ITEM 15,-5,2024-09-17 15:00:00,83.09,103347,United Kingdom,-415.45000000000005
C603786,10028,TOYS ITEM 28,-9,2024-09-17 15:00:00,46.04,103347,United Kingdom,-414.36
C603786,10012,LIGHTING ITEM 12,-6,2024-09-17 15:00:00,47.86,103347,United Kingdom,-287.15999999999997
C603786,10078,GIFTS ITEM 78,-5,2024-09-17 15:00:00,48.18,103347,United Kingdom,-240.9
C603786,10024,GIFTS ITEM 24,-9,2024-09-17 15:00:00,80.63,103347,United Kingdom,-725.67
C592430,10001,GIFTS ITEM 1,-5,2024-09-17 16:00:00,0.0,102966,Ireland,-0.0
C592430,10108,SEASONAL ITEM 108,-3,2024-09-17 16:00:00,32.43,102966,Ireland,-97.28999999999999
C592430,10024,GIFTS ITEM 24,-9,2024-09-17 16:00:00,80.63,102966,Ireland,-725.67
C569176,10006,BAGS ITEM 6,-4,2024-09-17 16:00:00,22.16,102210,United Kingdom,-88.64
C569176,10049,HOME DECOR ITEM 49,-6,2024-09-17 16:00:00,55.99,102210,United Kingdom,-335.94
C592430,10058,TOYS ITEM 58,-6,2024-09-17 16:00:00,38.5,102966,Ireland,-231.0
C569176,10118,TOYS ITEM 118,-4,2024-09-17 16:00:00,76.88,102210,United Kingdom,-307.52
C581781,10048,TOYS ITEM 48,-2,2024-09-18 09:00:00,39.27,102631,Spain,-78.54
C604710,10003,LIGHTING ITEM 3,-9,2024-09-18 11:00:00,14.14,103370,United Kingdom,-127.26
C604710,10059,SEASONAL ITEM 59,-1,2024-09-18 11:00:00,95.03,103370,United Kingdom,-95.03
C604710,10073,STATIONERY ITEM 73,-11,2024-09-18 11:00:00,19.32,103370,United Kingdom,-212.52
C565596,10104,HOME DECOR ITEM 104,-10,2024-09-18 12:00:00,63.01,102101,United Kingdom,-630.1
C618337,10095,SEASONAL ITEM 95,-4,2024-09-18 12:00:00,97.53,103792,Australia,-390.12
C535029,10073,STATIONERY ITEM 73,-14,2024-09-18 14:00:00,19.32,101124,United Kingdom,-270.48
C535029,10081,STATIONERY ITEM 81,-6,2024-09-18 14:00:00,60.88,101124,United Kingdom,-365.28000000000003
C532437,10084,KITCHENWARE ITEM 84,-5,2024-09-18 14:00:00,25.51,101040,United Kingdom,-127.55000000000001
C532437,10063,KITCHENWARE ITEM 63,-10,2024-09-18 14:00:00,50.18,101040,United Kingdom,-501.8
C535029,10024,GIFTS ITEM 24,-10,2024-09-18 14:00:00,80.63,101124,United Kingdom,-806.3
C535029,10097,SEASONAL ITEM 97,-2,2024-09-18 14:00:00,41.17,101124,United Kingdom,-82.34
C535029,10096,GIFTS ITEM 96,-8,2024-09-18 14:00:00,19.98,101124,United Kingdom,-159.84
C557685,10020,BAGS ITEM 20,-11,2024-09-18 17:00:00,21.71,101841,United Kingdom,-238.81
C557685,10106,GIFTS ITEM 106,-3,2024-09-18 17:00:00,42.04,101841,United Kingdom,-126.12
C557685,10024,GIFTS ITEM 24,-5,2024-09-18 17:00:00,80.63,101841,United Kingdom,-403.15
C504105,10059,SEASONAL ITEM 59,-10,2024-09-18 17:00:00,95.03,100125,United Kingdom,-950.3
C504105,10017,BAGS ITEM 17,-7,2024-09-18 17:00:00,66.17,100125,United Kingdom,-463.19
C557685,10103,SEASONAL ITEM 103,-6,2024-09-18 17:00:00,10.78,101841,United Kingdom,-64.67999999999999
C634379,10114,TOYS ITEM 114,-10,2024-09-18 17:00:00,7.43,104296,Ireland,-74.3
C634379,10111,KITCHENWARE ITEM 111,-14,2024-09-18 17:00:00,40.83,104296,Ireland,-571.62
C634379,10089,GIFTS ITEM 89,-4,2024-09-18 17:00:00,103.36,104296,Ireland,-413.44
C634379,10061,TOYS ITEM 61,-6,2024-09-18 17:00:00,43.8,104296,Ireland,-262.79999999999995
C634379,10117,LIGHTING ITEM 117,-1,2024-09-18 17:00:00,89.37,104296,Ireland,-89.37
C595285,10026,LIGHTING ITEM 26,-7,2024-09-18 18:00:00,61.25,103059,United Kingdom,-428.75
C595285,10081,STATIONERY ITEM 81,-6,2024-09-18 18:00:00,60.88,103059,United Kingdom,-365.28000000000003
C595285,10099,BAGS ITEM 99,-6,2024-09-18 18:00:00,6.76,103059,United Kingdom,-40.56
C595285,10042,BAGS ITEM 42,-10,2024-09-18 18:00:00,39.61,103059,United Kingdom,-396.1
C592431,10100,GIFTS ITEM 100,-12,2024-09-18 18:00:00,21.8,102966,Ireland,-261.6
C592431,10011,BAGS ITEM 11,-1,2024-09-18 18:00:00,28.01,102966,Ireland,-28.01
C592431,10071,KITCHENWARE ITEM 71,-9,2024-09-18 18:00:00,51.33,102966,Ireland,-461.96999999999997
C559680,10079,KITCHENWARE ITEM 79,-4,2024-09-18 19:00:00,64.98,101910,Portugal,-259.92
C529558,10116,SEASONAL ITEM 116,-12,2024-09-18 19:00:00,88.87,100961,United Kingdom,-1066.44
C529558,10059,SEASONAL ITEM 59,-1,2024-09-18 19:00:00,95.03,100961,United Kingdom,-95.03
C529558,10041,KITCHENWARE ITEM 41,-6,2024-09-18 19:00:00,43.3,100961,United Kingdom,-259.79999999999995
C521067,10054,BAGS ITEM 54,-1,2024-09-19 08:00:00,1.1,100678,Sweden,-1.1
C521067,10099,BAGS ITEM 99,-10,2024-09-19 08:00:00,6.76,100678,Sweden,-67.6
C521067,10079,KITCHENWARE ITEM 79,-14,2024-09-19 08:00:00,64.98,100678,Sweden,-909.72
C521067,10116,SEASONAL ITEM 116,-3,2024-09-19 08:00:00,88.87,100678,Sweden,-266.61
C521067,10026,LIGHTING ITEM 26,-3,2024-09-19 08:00:00,61.25,100678,Sweden,-183.75
C607492,10031,SEASONAL ITEM 31,-10,2024-09-19 12:00:00,64.62,103455,United Kingdom,-646.2
C607492,10011,BAGS ITEM 11,-10,2024-09-19 12:00:00,28.01,103455,United Kingdom,-280.1
C556332,10006,BAGS ITEM 6,-6,2024-09-19 12:00:00,22.16,101802,Portugal,-132.96
C556332,10085,SEASONAL ITEM 85,-2,2024-09-19 12:00:00,53.14,101802,Portugal,-106.28
C556332,10002,GIFTS ITEM 2,-3,2024-09-19 12:00:00,76.0,101802,Portugal,-228.0
C556332,10033,LIGHTING ITEM 33,-12,2024-09-19 12:00:00,52.34,101802,Portugal,-628.08
C556332,10098,SEASONAL ITEM 98,-3,2024-09-19 12:00:00,22.32,101802,Portugal,-66.96000000000001
C624014,10096,GIFTS ITEM 96,-7,2024-09-19 13:00:00,19.98,103966,Ireland,-139.86
C624014,10057,GIFTS ITEM 57,-8,2024-09-19 13:00:00,9.82,103966,Ireland,-78.56
C624014,10076,SEASONAL ITEM 76,-9,2024-09-19 13:00:00,56.44,103966,Ireland,-507.96
C624014,10038,STATIONERY ITEM 38,-13,2024-09-19 13:00:00,2.58,103966,Ireland,-33.54
C657440,10108,SEASONAL ITEM 108,-11,2024-09-20 08:00:00,32.43,104999,United Kingdom,-356.73
C657440,10070,LIGHTING ITEM 70,-12,2024-09-20 08:00:00,73.32,104999,United Kingdom,-879.8399999999999
C657440,10079,KITCHENWARE ITEM 79,-7,2024-09-20 08:00:00,64.98,104999,United Kingdom,-454.86
C532105,10046,HOME DECOR ITEM 46,-2,2024-09-20 09:00:00,57.74,101032,France,-115.48
C532105,10078,GIFTS ITEM 78,-8,2024-09-20 09:00:00,48.18,101032,France,-385.44
C532105,10049,HOME DECOR ITEM 49,-10,2024-09-20 09:00:00,55.99,101032,France,-559.9
C532105,10083,LIGHTING ITEM 83,-13,2024-09-20 09:00:00,53.72,101032,France,-698.36
C606649,10053,TOYS ITEM 53,-7,2024-09-20 13:00:00,105.31,103425,France,-737.1700000000001
C606649,10025,STATIONERY ITEM 25,-12,2024-09-20 13:00:00,35.34,103425,France,-424.08000000000004
C606649,10078,GIFTS ITEM 78,-14,2024-09-20 13:00:00,48.18,103425,France,-674.52
C629566,10035,BAGS ITEM 35,-8,2024-09-20 13:00:00,55.33,104161,United Kingdom,-442.64
C629566,10033,LIGHTING ITEM 33,-14,2024-09-20 13:00:00,52.34,104161,United Kingdom,-732.76
C526400,10089,GIFTS ITEM 89,-11,2024-09-20 14:00:00,103.36,100869,Australia,-1136.96
C526400,10064,LIGHTING ITEM 64,-4,2024-09-20 14:00:00,42.93,100869,Australia,-171.72
C526400,10066,HOME DECOR ITEM 66,-11,2024-09-20 14:00:00,12.74,100869,Australia,-140.14000000000001
C548802,10063,KITCHENWARE ITEM 63,-6,2024-09-20 14:00:00,50.18,101559,Spain,-301.08
C548802,10056,BAGS ITEM 56,-1,2024-09-20 14:00:00,78.26,101559,Spain,-78.26
C548802,10104,HOME DECOR ITEM 104,-2,2024-09-20 14:00:00,63.01,101559,Spain,-126.02
C553970,10010,STATIONERY ITEM 10,-14,2024-09-20 18:00:00,43.75,101730,France,-612.5
C553970,10051,SEASONAL ITEM 51,-10,2024-09-20 18:00:00,92.03,101730,France,-920.3
C553970,10085,SEASONAL ITEM 85,-10,2024-09-20 18:00:00,53.14,101730,France,-531.4
C553970,10094,KITCHENWARE ITEM 94,-13,2024-09-20 18:00:00,49.17,101730,France,-639.21
C582728,10116,SEASONAL ITEM 116,-7,2024-09-20 19:00:00,88.87,102660,United Kingdom,-622.09
C582728,10034,BAGS ITEM 34,-3,2024-09-20 19:00:00,35.13,102660,United Kingdom,-105.39000000000001
C609831,10099,BAGS ITEM 99,-9,2024-09-21 08:00:00,6.76,103524,United Kingdom,-60.839999999999996
C609831,10063,KITCHENWARE ITEM 63,-7,2024-09-21 08:00:00,50.18,103524,United Kingdom,-351.26
C609831,10006,BAGS ITEM 6,-13,2024-09-21 08:00:00,22.16,103524,United Kingdom,-288.08
C609831,10071,KITCHENWARE ITEM 71,-9,2024-09-21 08:00:00,51.33,103524,United Kingdom,-461.96999999999997
C539510,10080,SEASONAL ITEM 80,-8,2024-09-21 08:00:00,42.73,101262,Netherlands,-341.84
C539510,10054,BAGS ITEM 54,-10,2024-09-21 08:00:00,1.1,101262,Netherlands,-11.0
C539510,10035,BAGS ITEM 35,-6,2024-09-21 08:00:00,55.33,101262,Netherlands,-331.98
C535786,10061,TOYS ITEM 61,-1,2024-09-21 09:00:00,43.8,101148,France,-43.8
C535786,10041,KITCHENWARE ITEM 41,-2,2024-09-21 09:00:00,43.3,101148,France,-86.6
C535786,10031,SEASONAL ITEM 31,-2,2024-09-21 09:00:00,64.62,101148,France,-129.24
C535786,10042,BAGS ITEM 42,-10,2024-09-21 09:00:00,39.61,101148,France,-396.1
C535786,10074,TOYS ITEM 74,-2,2024-09-21 09:00:00,70.91,101148,France,-141.82
C534143,10075,HOME DECOR ITEM 75,-4,2024-09-21 11:00:00,37.52,101103,United Kingdom,-150.08
C534143,10099,BAGS ITEM 99,-1,2024-09-21 11:00:00,6.76,101103,United Kingdom,-6.76
C534143,10019,TOYS ITEM 19,-1,2024-09-21 11:00:00,13.85,101103,United Kingdom,-13.85
C552488,10109,STATIONERY ITEM 109,-1,2024-09-21 14:00:00,108.65,101681,Netherlands,-108.65
C552488,10074,TOYS ITEM 74,-13,2024-09-21 14:00:00,70.91,101681,Netherlands,-921.8299999999999
C552488,10010,STATIONERY ITEM 10,-5,2024-09-21 14:00:00,43.75,101681,Netherlands,-218.75
C602515,10009,STATIONERY ITEM 9,-6,2024-09-21 16:00:00,15.49,103292,United Kingdom,-92.94
C602515,10113,BAGS ITEM 113,-3,2024-09-21 16:00:00,18.59,103292,United Kingdom,-55.769999999999996
C602515,10110,KITCHENWARE ITEM 110,-9,2024-09-21 16:00:00,28.61,103292,United Kingdom,-257.49
C602515,10090,HOME DECOR ITEM 90,-1,2024-09-21 16:00:00,24.5,103292,United Kingdom,-24.5
C556280,10006,BAGS ITEM 6,-8,2024-09-22 08:00:00,22.16,101801,United Kingdom,-177.28
C525149,10055,LIGHTING ITEM 55,-4,2024-09-22 10:00:00,40.68,100823,France,-162.72
C561149,10059,SEASONAL ITEM 59,-12,2024-09-22 12:00:00,95.03,101962,United Kingdom,-1140.3600000000001
C561149,10108,SEASONAL ITEM 108,-4,2024-09-22 12:00:00,32.43,101962,United Kingdom,-129.72
C642812,10072,GIFTS ITEM 72,-2,2024-09-22 12:00:00,23.2,104556,United Kingdom,-46.4
C642812,10109,STATIONERY ITEM 109,-12,2024-09-22 12:00:00,108.65,104556,United Kingdom,-1303.8000000000002
C642812,10111,KITCHENWARE ITEM 111,-13,2024-09-22 12:00:00,40.83,104556,United Kingdom,-530.79
C642812,10108,SEASONAL ITEM 108,-10,2024-09-22 12:00:00,32.43,104556,United Kingdom,-324.3
C561149,10116,SEASONAL ITEM 116,-11,2024-09-22 12:00:00,88.87,101962,United Kingdom,-977.57
C598051,10041,KITCHENWARE ITEM 41,-10,2024-09-23 08:00:00,43.3,103141,Australia,-433.0
C585038,10117,LIGHTING ITEM 117,-3,2024-09-23 09:00:00,89.37,102720,United Kingdom,-268.11
C651712,10029,SEASONAL ITEM 29,-9,2024-09-23 09:00:00,13.81,104824,United Kingdom,-124.29
C651712,10043,KITCHENWARE ITEM 43,-9,2024-09-23 09:00:00,50.56,104824,United Kingdom,-455.04
C651712,10030,SEASONAL ITEM 30,-2,2024-09-23 09:00:00,3.75,104824,United Kingdom,-7.5
C585038,10007,KITCHENWARE ITEM 7,-7,2024-09-23 09:00:00,5.76,102720,United Kingdom,-40.32
C651712,10098,SEASONAL ITEM 98,-2,2024-09-23 09:00:00,22.32,104824,United Kingdom,-44.64
C585038,10010,STATIONERY ITEM 10,-6,2024-09-23 09:00:00,43.75,102720,United Kingdom,-262.5
C585038,10114,TOYS ITEM 114,-10,2024-09-23 09:00:00,7.43,102720,United Kingdom,-74.3
C655762,10023,STATIONERY ITEM 23,-2,2024-09-23 10:00:00,12.4,104943,Spain,-24.8
C655762,10119,SEASONAL ITEM 119,-7,2024-09-23 10:00:00,9.8,104943,Spain,-68.60000000000001
C655762,10049,HOME DECOR ITEM 49,-2,2024-09-23 10:00:00,55.99,104943,Spain,-111.98
C516919,10016,KITCHENWARE ITEM 16,-13,2024-09-23 16:00:00,50.53,100539,United Kingdom,-656.89
C516919,10103,SEASONAL ITEM 103,-13,2024-09-23 16:00:00,10.78,100539,United Kingdom,-140.14
C543514,10006,BAGS ITEM 6,-8,2024-09-23 16:00:00,22.16,101393,Netherlands,-177.28
C516919,10033,LIGHTING ITEM 33,-2,2024-09-23 16:00:00,52.34,100539,United Kingdom,-104.68
C543514,10004,SEASONAL ITEM 4,-1,2024-09-23 16:00:00,51.1,101393,Netherlands,-51.1
C585607,10088,GIFTS ITEM 88,-5,2024-09-24 09:00:00,38.28,102733,United Kingdom,-191.4
C585607,10088,GIFTS ITEM 88,-12,2024-09-24 09:00:00,38.28,102733,United Kingdom,-459.36
C585607,10047,HOME DECOR ITEM 47,-1,2024-09-24 09:00:00,65.32,102733,United Kingdom,-65.32
C620239,10083,LIGHTING ITEM 83,-8,2024-09-24 14:00:00,53.72,103859,United Kingdom,-429.76
C620239,10099,BAGS ITEM 99,-9,2024-09-24 14:00:00,6.76,103859,United Kingdom,-60.839999999999996
C620239,10067,KITCHENWARE ITEM 67,-11,2024-09-24 14:00:00,36.0,103859,United Kingdom,-396.0
C576985,10039,LIGHTING ITEM 39,-6,2024-09-24 17:00:00,13.93,102464,Netherlands,-83.58
C576985,10105,HOME DECOR ITEM 105,-7,2024-09-24 17:00:00,31.56,102464,Netherlands,-220.92
C576985,10085,SEASONAL ITEM 85,-8,2024-09-24 17:00:00,53.14,102464,Netherlands,-425.12
C576985,10058,TOYS ITEM 58,-10,2024-09-24 17:00:00,38.5,102464,Netherlands,-385.0
C575249,10114,TOYS ITEM 114,-13,2024-09-24 19:00:00,7.43,102407,Australia,-96.59
C575249,10081,STATIONERY ITEM 81,-2,2024-09-24 19:00:00,60.88,102407,Australia,-121.76
C575249,10103,SEASONAL ITEM 103,-11,2024-09-24 19:00:00,10.78,102407,Australia,-118.58
C565170,10069,GIFTS ITEM 69,-14,2024-09-25 08:00:00,27.5,102085,United Kingdom,-385.0
C565170,10071,KITCHENWARE ITEM 71,-8,2024-09-25 08:00:00,51.33,102085,United Kingdom,-410.64
C565170,10009,STATIONERY ITEM 9,-12,2024-09-25 08:00:00,15.49,102085,United Kingdom,-185.88
C565170,10035,BAGS ITEM 35,-6,2024-09-25 08:00:00,55.33,102085,United Kingdom,-331.98
C565170,10038,STATIONERY ITEM 38,-5,2024-09-25 08:00:00,2.58,102085,United Kingdom,-12.9
C534466,10018,HOME DECOR ITEM 18,-6,2024-09-25 10:00:00,66.59,101110,United Kingdom,-399.54
C534466,10034,BAGS ITEM 34,-4,2024-09-25 10:00:00,35.13,101110,United Kingdom,-140.52
C534466,10112,TOYS ITEM 112,-8,2024-09-25 10:00:00,68.05,101110,United Kingdom,-544.4
C534466,10013,HOME DECOR ITEM 13,-11,2024-09-25 10:00:00,61.42,101110,United Kingdom,-675.62
C621714,10008,HOME DECOR ITEM 8,-14,2024-09-25 11:00:00,66.99,103909,United Kingdom,-937.8599999999999
C643588,10118,TOYS ITEM 118,-8,2024-09-25 12:00:00,76.88,104573,Netherlands,-615.04
C643588,10091,GIFTS ITEM 91,-13,2024-09-25 12:00:00,52.33,104573,Netherlands,-680.29
C643588,10041,KITCHENWARE ITEM 41,-11,2024-09-25 12:00:00,43.3,104573,Netherlands,-476.29999999999995
C643588,10096,GIFTS ITEM 96,-4,2024-09-25 12:00:00,19.98,104573,Netherlands,-79.92
C643532,10089,GIFTS ITEM 89,-3,2024-09-25 13:00:00,103.36,104572,Switzerland,-310.08
C512937,10062,TOYS ITEM 62,-4,2024-09-25 15:00:00,66.06,100412,United Kingdom,-264.24
C512937,10006,BAGS ITEM 6,-8,2024-09-25 15:00:00,22.16,100412,United Kingdom,-177.28
C512937,10064,LIGHTING ITEM 64,-2,2024-09-25 15:00:00,42.93,100412,United Kingdom,-85.86
C512937,10035,BAGS ITEM 35,-13,2024-09-25 15:00:00,55.33,100412,United Kingdom,-719.29
C601551,10088,GIFTS ITEM 88,-12,2024-09-25 17:00:00,38.28,103260,Switzerland,-459.36
C601551,10039,LIGHTING ITEM 39,-2,2024-09-25 17:00:00,13.93,103260,Switzerland,-27.86
C601551,10060,STATIONERY ITEM 60,-13,2024-09-25 17:00:00,2.06,103260,Switzerland,-26.78
C581355,10074,TOYS ITEM 74,-8,2024-09-25 18:00:00,70.91,102613,United Kingdom,-567.28
C581355,10110,KITCHENWARE ITEM 110,-12,2024-09-25 18:00:00,28.61,102613,United Kingdom,-343.32
C581355,10013,HOME DECOR ITEM 13,-12,2024-09-25 18:00:00,61.42,102613,United Kingdom,-737.04
C581355,10000,LIGHTING ITEM 0,-14,2024-09-25 18:00:00,69.61,102613,United Kingdom,-974.54
C581355,10019,TOYS ITEM 19,-7,2024-09-25 18:00:00,13.85,102613,United Kingdom,-96.95
C621253,10109,STATIONERY ITEM 109,-14,2024-09-25 19:00:00,108.65,103894,United Kingdom,-1521.1000000000001
C621253,10115,TOYS ITEM 115,-13,2024-09-25 19:00:00,50.16,103894,United Kingdom,-652.0799999999999
C621253,10081,STATIONERY ITEM 81,-5,2024-09-25 19:00:00,60.88,103894,United Kingdom,-304.40000000000003
C621253,10021,STATIONERY ITEM 21,-2,2024-09-25 19:00:00,89.85,103894,United Kingdom,-179.7
C547438,10093,HOME DECOR ITEM 93,-6,2024-09-25 19:00:00,80.77,101518,United Kingdom,-484.62
C542674,10109,STATIONERY ITEM 109,-14,2024-09-26 08:00:00,108.65,101361,United Kingdom,-1521.1000000000001
C542674,10048,TOYS ITEM 48,-8,2024-09-26 08:00:00,39.27,101361,United Kingdom,-314.16
C603195,10058,TOYS ITEM 58,-8,2024-09-26 13:00:00,38.5,103325,United Kingdom,-308.0
C543663,10094,KITCHENWARE ITEM 94,-10,2024-09-26 13:00:00,49.17,101401,United Kingdom,-491.70000000000005
C543663,10041,KITCHENWARE ITEM 41,-10,2024-09-26 13:00:00,43.3,101401,United Kingdom,-433.0
C543663,10091,GIFTS ITEM 91,-1,2024-09-26 13:00:00,52.33,101401,United Kingdom,-52.33
C543663,10105,HOME DECOR ITEM 105,-10,2024-09-26 13:00:00,31.56,101401,United Kingdom,-315.59999999999997
C505320,10050,KITCHENWARE ITEM 50,-4,2024-09-26 15:00:00,57.04,100167,Switzerland,-228.16
C505320,10104,HOME DECOR ITEM 104,-7,2024-09-26 15:00:00,63.01,100167,Switzerland,-441.07
C505320,10096,GIFTS ITEM 96,-12,2024-09-26 15:00:00,19.98,100167,Switzerland,-239.76
C575939,10038,STATIONERY ITEM 38,-4,2024-09-26 17:00:00,2.58,102428,United Kingdom,-10.32
C575939,10030,SEASONAL ITEM 30,-4,2024-09-26 17:00:00,3.75,102428,United Kingdom,-15.0
C549094,10004,SEASONAL ITEM 4,-2,2024-09-27 11:00:00,51.1,101568,Ireland,-102.2
C549094,10086,LIGHTING ITEM 86,-1,2024-09-27 11:00:00,9.12,101568,Ireland,-9.12
C549094,10081,STATIONERY ITEM 81,-2,2024-09-27 11:00:00,60.88,101568,Ireland,-121.76
C604712,10015,BAGS ITEM 15,-14,2024-09-27 13:00:00,83.09,103370,United Kingdom,-1163.26
C604712,10045,SEASONAL ITEM 45,-10,2024-09-27 13:00:00,20.64,103370,United Kingdom,-206.4
C569289,10066,HOME DECOR ITEM 66,-9,2024-09-27 15:00:00,12.74,102216,United Kingdom,-114.66
C569289,10075,HOME DECOR ITEM 75,-4,2024-09-27 15:00:00,37.52,102216,United Kingdom,-150.08
C649415,10061,TOYS ITEM 61,-9,2024-09-27 17:00:00,43.8,104752,United Kingdom,-394.2
C649415,10080,SEASONAL ITEM 80,-8,2024-09-27 17:00:00,42.73,104752,United Kingdom,-341.84
C604081,10002,GIFTS ITEM 2,-7,2024-09-27 19:00:00,76.0,103357,United Kingdom,-532.0
C604081,10077,BAGS ITEM 77,-5,2024-09-27 19:00:00,53.81,103357,United Kingdom,-269.05
C604081,10081,STATIONERY ITEM 81,-12,2024-09-27 19:00:00,60.88,103357,United Kingdom,-730.5600000000001
C604081,10089,GIFTS ITEM 89,-7,2024-09-27 19:00:00,103.36,103357,United Kingdom,-723.52
C507316,10012,LIGHTING ITEM 12,-3,2024-09-28 10:00:00,47.86,100243,United Kingdom,-143.57999999999998
C507316,10055,LIGHTING ITEM 55,-14,2024-09-28 10:00:00,40.68,100243,United Kingdom,-569.52
C507316,10111,KITCHENWARE ITEM 111,-9,2024-09-28 10:00:00,40.83,100243,United Kingdom,-367.46999999999997
C634145,10006,BAGS ITEM 6,-4,2024-09-28 11:00:00,22.16,104292,United Kingdom,-88.64
C633858,10057,GIFTS ITEM 57,-5,2024-09-28 15:00:00,9.82,104284,United Kingdom,-49.1
C633858,10069,GIFTS ITEM 69,-1,2024-09-28 15:00:00,27.5,104284,United Kingdom,-27.5
C633858,10114,TOYS ITEM 114,-6,2024-09-28 15:00:00,7.43,104284,United Kingdom,-44.58
C633858,10119,SEASONAL ITEM 119,-10,2024-09-28 15:00:00,9.8,104284,United Kingdom,-98.0
C583440,10002,GIFTS ITEM 2,-12,2024-09-28 19:00:00,76.0,102681,Netherlands,-912.0
C583440,10102,GIFTS ITEM 102,-2,2024-09-28 19:00:00,47.47,102681,Netherlands,-94.94
C612814,10059,SEASONAL ITEM 59,-11,2024-09-29 08:00:00,95.03,103620,Germany,-1045.33
C602474,10029,SEASONAL ITEM 29,-14,2024-09-29 11:00:00,13.81,103290,United Kingdom,-193.34
C602474,10018,HOME DECOR ITEM 18,-13,2024-09-29 11:00:00,66.59,103290,United Kingdom,-865.6700000000001
C602474,10018,HOME DECOR ITEM 18,-4,2024-09-29 11:00:00,66.59,103290,United Kingdom,-266.36
C573409,10087,BAGS ITEM 87,-4,2024-09-29 12:00:00,30.72,102356,Netherlands,-122.88
C585955,10084,KITCHENWARE ITEM 84,-7,2024-09-29 14:00:00,25.51,102748,Spain,-178.57000000000002
C625502,10003,LIGHTING ITEM 3,-11,2024-09-29 16:00:00,14.14,104026,United Kingdom,-155.54000000000002
C625502,10080,SEASONAL ITEM 80,-7,2024-09-29 16:00:00,42.73,104026,United Kingdom,-299.10999999999996
C625502,10049,HOME DECOR ITEM 49,-13,2024-09-29 16:00:00,55.99,104026,United Kingdom,-727.87
C625502,10005,BAGS ITEM 5,-4,2024-09-29 16:00:00,13.74,104026,United Kingdom,-54.96
C625502,10110,KITCHENWARE ITEM 110,-5,2024-09-29 16:00:00,28.61,104026,United Kingdom,-143.05
C640959,10058,TOYS ITEM 58,-6,2024-09-29 16:00:00,38.5,104493,France,-231.0
C640959,10077,BAGS ITEM 77,-3,2024-09-29 16:00:00,53.81,104493,France,-161.43
C640959,10021,STATIONERY ITEM 21,-11,2024-09-29 16:00:00,89.85,104493,France,-988.3499999999999
C640959,10092,TOYS ITEM 92,-14,2024-09-29 16:00:00,55.51,104493,France,-777.14
C640959,10061,TOYS ITEM 61,-11,2024-09-29 16:00:00,43.8,104493,France,-481.79999999999995
C577305,10058,TOYS ITEM 58,-7,2024-09-30 08:00:00,38.5,102477,United Kingdom,-269.5
C584175,10107,TOYS ITEM 107,-1,2024-09-30 10:00:00,58.69,102695,United Kingdom,-58.69
C584175,10105,HOME DECOR ITEM 105,-11,2024-09-30 10:00:00,31.56,102695,United Kingdom,-347.15999999999997
C584175,10034,BAGS ITEM 34,-14,2024-09-30 10:00:00,35.13,102695,United Kingdom,-491.82000000000005
